StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Q_RecaptchaScore,gender,ucla pre m_1,ucla pre m_2,ucla pre m_3,ucla_pre_avg,AI attitudes M _1,AI attitudes M _2,AI attitudes M _3,AI attitudes M _4,AI attitudes M _5,AI attitudes M _6,AI_attitudes_grade,AI attitudes attention_check,Ant' humannature  _1,Ant' humannature  _2,Ant' humannature  _3,Ant' humannature  _4,Ant' humannature  _5,Ant' humannature  _6,Ant' humannature  _7,Ant' humannature  _8,Ant' humannature  _9,Ant' humannature  _10,avr. Ant Human,Ant' uniquelytraits _1,Ant' uniquelytraits _2,Ant' uniquelytraits _3,Ant' uniquelytraits _4,Ant' uniquelytraits _5,Ant' uniquelytraits _6,Ant' uniquelytraits _7,Ant' uniquelytraits _8,Ant' uniquelytraits _9,Ant' uniquelytraits _10,avr. Ant uniqley,TOTAL ANT,ucla post M _1,ucla post M _2,ucla post M _3,ucla_post_grade_avg,Feeling heard M_1,Feeling heard M_2,Feeling heard M_3,Feeling heard M_4,N-Feeling heard M_4,Feeling heard M_5,Feeling heard M_6,Total feeling heard,ease check M _1,ease_check_fixed,IOS (Inclusion of Ot,Intimacy M _1,Intimacy M _2,Intimacy M _3,N-Intimacy M _3,Intimacy M _4,Intimacy M _5,N-Intimacy M _5,Intimacy M _6,N-Intimacy M _6,Intimacy M _7,Avr intimacy,Attention check,Meta-perceptions M_1,Meta-perceptions M_2,Meta-perceptions M_3,Meta-perceptions M_4,Meta-perceptions M_5,Meta_ perceptions_grade,self-esteem M_1,self-esteem M_2,N-self-esteem M_2,self-esteem M_3,self-esteem M_4,self-esteem M_5,N-self-esteem M_5,self-esteem M_6,N-self-esteem M_6,self-esteem M_7,self-esteem M_8,N-self-esteem M_8,self-esteem M_9,N self-esteem M_9,self-esteem M_10,Average self-esteem,Performance M_1,Performance M_2,Performance M_3,Performance M_4,Performance M_5,Performance M_6,Average performance,political view,English level,AI brands usage,AI brands usage_8_TEXT,AI frequency,uid,Create New Field or Choose From Dropdown...,גיל,chat_version,Self disclosure_dummy,Responsivness_dummy,Self disclosure,Responsivness
11/12/2024 12:42,11/12/2024 12:49,0,100,428,1,11/12/2024 12:49,R_4ypykhC4NAPmfDE,1,1,6,5,6,5.666666667,4,4,4,4,4,3,23,5,3,4,4,2,4,2,2,1,2,1,2.5,4,3,2,4,4,4,2,5,2,4,4,3.25,6,5,6,5.666666667,4,5,1,1,6,6,2,4,7,5,1,3,2,4,3,2,4,3,5,2,2,2.428571429,1,2,3,2,2,1,2,1,6,1,3,3,6,1,6,1,1,6,1,6,1,1,1.4,4,5,4,4,6,4,4.5,4,6,4,,4,117733123,,35,0,1,0,Self-dislosure,Not responsive
11/12/2024 4:48,11/12/2024 4:59,0,100,628,1,11/12/2024 4:59,R_4blw2dENFTxE6MF,1,1,1,1,1,1,2,3,2,4,3,3,17,5,4,4,4,5,5,3,3,3,3,3,3.7,3,5,2,3,5,5,1,5,1,1,4,3.85,1,1,1,1,1,1,1,4,3,5,1,2,4,2,1,1,1,5,2,5,2,5,5,2,4,2.857142857,1,2,1,1,1,1,1.2,5,3,4,4,5,5,2,3,4,4,4,3,2,5,5,4.1,5,6,3,2,4,1,3.5,2,4,9,,1,117733126,,39,3,0,1,Generic,Responsive
11/12/2024 6:26,11/12/2024 6:53,0,100,1632,1,11/12/2024 6:53,R_4MYCziehsO8JVCa,1,1,2,1,2,1.666666667,5,5,5,3,5,5,28,5,5,4,4,2,5,1,1,1,1,1,2.5,4,5,3,1,5,5,1,6,3,1,4.333333333,3.416666667,1,1,1,1,6,6,5,1,6,6,5,5.666666667,8,6,4,6,6,2,5,5,3,4,1,6,5,5.285714286,1,5,6,3,4,4,4.4,5,3,4,4,5,2,5,2,5,5,2,5,2,5,5,4.8,5,6,5,5,6,5,5.333333333,7,6,4,,4,117733147,,49,2,1,1,Self-dislosure,Responsive
11/12/2024 4:37,11/12/2024 6:42,0,100,7490,1,11/12/2024 6:42,R_83sg2F4gb4ablEn,1,1,1,1,1,1,4,5,4,5,4,4,26,5,4,5,5,5,6,1,1,1,1,1,3,6,5,1,1,5,5,1,6,1,1,4.666666667,3.833333333,1,1,1,1,5,6,5,1,6,5,5,5.333333333,7,5,6,5,5,1,6,5,1,6,2,5,5,5.285714286,1,3,2,5,5,4,3.8,5,2,5,5,5,1,6,1,6,5,1,6,1,6,5,5.4,5,5,5,6,6,5,5.333333333,4,5,4,,4,117733148,,45,1,0,0,Generic,Not responsive
11/12/2024 5:04,11/12/2024 5:16,0,100,721,1,11/12/2024 5:16,R_4dxgEgx7TCv2c49,1,1,1,1,1,1,4,4,4,4,4,4,24,5,4,5,2,1,4,1,1,2,1,1,2.2,1,1,4,5,3,2,1,5,1,1,2.166666667,2.183333333,1,1,1,1,5,3,1,1,6,5,3,3.833333333,8,6,1,2,1,6,1,2,6,1,6,1,2,1.428571429,1,1,1,1,1,1,1,5,1,6,5,5,1,6,1,6,5,2,5,1,6,5,5.4,6,6,3,4,6,2,4.5,4,6,9,,1,117733149,,50,3,0,1,Generic,Responsive
11/12/2024 4:40,11/12/2024 4:58,0,100,1044,1,11/12/2024 4:58,R_4qdAo9x5tTACwkh,1,1,3,4,3,3.333333333,5,5,5,5,4,4,28,5,5,5,5,1,4,1,1,1,1,1,2.5,4,2,3,3,5,3,1,6,1,4,4,3.25,3,4,4,3.666666667,6,6,3,1,6,6,5,5.333333333,7,5,2,2,5,4,3,1,6,1,6,1,2,2.142857143,1,1,1,1,1,1,1,4,5,2,5,5,4,3,5,2,5,2,5,1,6,5,4.2,5,6,5,5,4,4,4.833333333,4,7,"4,5,8",midjourney,6,117733150,,51,2,1,1,Self-dislosure,Responsive
11/12/2024 4:38,11/12/2024 6:36,0,100,7097,1,11/12/2024 6:36,R_8xzznrVX5JzZRFm,1,1,1,1,1,1,5,5,5,6,5,5,31,5,5,6,6,5,5,1,1,1,1,1,3.2,6,6,1,1,6,6,1,6,1,1,5.166666667,4.183333333,1,1,1,1,6,6,6,1,6,6,6,6,8,6,7,6,6,1,6,5,1,6,1,6,6,5.857142857,1,5,3,6,5,6,5,5,2,5,5,5,2,5,1,6,5,2,5,1,6,5,5.2,6,5,6,6,6,6,5.833333333,4,6,4,,5,117733151,,49,1,0,0,Generic,Not responsive
11/12/2024 4:44,11/12/2024 5:12,0,100,1647,1,11/12/2024 5:12,R_4ANhcKTRHmRx1o7,1,1,3,2,3,2.666666667,5,5,5,5,5,5,30,5,4,4,4,4,3,4,3,1,1,4,3.2,5,5,1,3,4,4,1,5,1,3,4.333333333,3.766666667,2,2,2,2,5,5,5,1,6,5,5,5.166666667,7,5,7,5,5,1,6,5,1,6,1,6,5,5.428571429,1,5,5,5,5,5,5,5,3,4,5,4,3,4,2,5,5,1,6,2,5,5,4.8,5,4,4,4,5,3,4.166666667,2,4,9,,1,117733161,,49,0,1,0,Self-dislosure,Not responsive
11/12/2024 5:07,11/12/2024 5:22,0,100,859,1,11/12/2024 5:22,R_2Hq7VNyQkl432Ft,1,1,1,2,3,2,5,5,6,6,3,4,29,5,3,5,5,5,5,2,2,2,1,1,3.1,5,5,1,2,5,6,3,5,1,4,5,4.05,2,2,1,1.666666667,5,5,2,1,6,5,5,4.666666667,7,5,1,2,5,5,2,1,6,1,5,2,2,2.142857143,1,3,2,1,1,1,1.6,6,2,5,6,6,2,5,1,6,6,5,2,1,6,6,5.4,5,6,5,5,5,4,5,3,7,"4,6,7,8",Perplexity,7,117733162,,45,3,0,1,Generic,Responsive
11/12/2024 7:39,11/12/2024 7:48,0,100,585,1,11/12/2024 7:48,R_4fdv6EaIqr5hRRO,0.899999976,1,2,2,2,2,1,6,1,1,1,1,11,5,4,5,1,4,6,1,1,1,1,1,2.5,1,4,1,1,4,4,1,4,1,1,3,2.75,2,2,2,2,6,6,1,1,6,6,6,5.166666667,8,6,7,4,6,1,6,4,5,2,2,5,5,4.571428571,1,4,2,4,2,2,2.8,5,4,3,6,5,4,3,3,4,4,5,2,1,6,6,4.4,6,6,6,6,6,6,6,1,4,9,,1,117733164,,48,1,0,0,Generic,Not responsive
11/12/2024 4:52,11/12/2024 5:00,0,100,444,1,11/12/2024 5:00,R_4ak97dVwpJGuYKJ,1,1,4,3,3,3.333333333,5,4,5,5,5,5,29,5,1,4,3,1,1,1,1,3,1,1,1.7,1,1,1,1,1,1,1,4,1,1,1.5,1.6,4,3,3,3.333333333,5,2,4,1,6,4,3,4,6,4,3,3,3,3,4,3,5,2,3,4,3,3.142857143,1,2,3,3,2,2,2.4,3,4,3,5,5,2,5,2,5,4,4,3,2,5,4,4.2,3,4,2,2,3,4,3,5,6,4.5,,5,117733176,,57,0,1,0,Self-dislosure,Not responsive
11/12/2024 7:37,11/12/2024 7:45,0,100,513,1,11/12/2024 7:45,R_4WnKJrS1QbXtG01,1,1,6,2,6,4.666666667,4,3,2,4,2,2,17,5,3,4,4,1,4,1,1,1,1,1,2.1,6,3,5,5,4,4,1,6,5,5,4.666666667,3.383333333,6,4,6,5.333333333,2,3,1,4,3,5,2,2.666666667,4,2,1,5,2,6,1,4,6,1,5,2,1,2.285714286,1,1,1,1,1,1,1,1,6,1,5,3,4,3,4,3,3,5,2,5,2,5,2.8,5,6,4,3,5,1,4,7,6,9,,1,117733178,,56,0,1,0,Self-dislosure,Not responsive
11/12/2024 4:41,11/12/2024 4:57,0,100,978,1,11/12/2024 4:57,R_41hMFhZuw4pttny,1,1,2,1,1,1.333333333,5,5,4,5,5,5,29,5,5,6,6,5,5,1,1,1,1,1,3.2,2,6,1,1,6,5,1,6,1,3,4.666666667,3.933333333,1,1,1,1,6,6,5,1,6,6,5,5.666666667,8,6,7,6,6,1,6,5,5,2,2,5,5,5,1,4,4,5,5,4,4.4,5,4,3,6,5,2,5,2,5,6,4,3,1,6,5,4.9,6,6,6,6,6,5,5.833333333,4,5,4,,5,117733182,,60,2,1,1,Self-dislosure,Responsive
11/12/2024 5:56,11/12/2024 6:08,0,100,722,1,11/12/2024 6:08,R_4lbXoC81HkYaZa1,1,1,3,3,3,3,4,4,4,4,4,4,24,5,3,4,4,3,4,3,2,2,2,2,2.9,3,4,3,3,4,3,1,4,1,3,3.5,3.2,2,2,2,2,4,4,3,3,4,4,4,3.833333333,6,4,4,4,3,3,4,4,3,4,3,4,4,3.857142857,1,3,3,3,4,4,3.4,4,3,4,4,4,3,4,3,4,4,3,4,3,4,4,4,5,5,5,5,5,5,5,3,6,"4,5,6",,6,117733184,,64,1,0,0,Generic,Not responsive
11/12/2024 5:04,11/12/2024 5:27,0,100,1362,1,11/12/2024 5:27,R_4v060Uf1VCluaZY,1,1,1,1,1,1,2,2,2,5,4,2,17,5,4,4,4,4,4,1,4,3,1,1,3,4,5,2,2,5,4,1,5,1,2,4.166666667,3.583333333,1,1,1,1,5,4,3,2,5,5,5,4.5,7,5,2,4,6,6,1,5,4,3,5,2,5,3.714285714,1,3,3,3,3,2,2.8,5,2,5,5,5,5,2,2,5,5,4,3,1,6,5,4.6,5,5,5,5,5,5,5,2,4,9,,1,117733185,,63,1,0,0,Generic,Not responsive
11/12/2024 5:07,11/12/2024 5:16,0,100,516,1,11/12/2024 5:16,R_4PGi94P86YjTn7J,0.899999976,1,2,1,2,1.666666667,2,2,4,1,1,1,11,5,4,2,2,2,1,1,1,1,1,1,1.6,2,6,5,1,6,1,2,6,1,1,3.666666667,2.633333333,2,1,2,1.666666667,1,1,1,6,1,6,1,1.833333333,6,4,1,1,2,6,1,1,6,1,6,1,1,1.142857143,1,1,1,1,1,1,1,5,2,5,6,6,1,6,1,6,6,1,6,1,6,6,5.8,1,4,1,1,5,1,2.166666667,3,6,4,,1,117733187,,64,2,1,1,Self-dislosure,Responsive
11/12/2024 6:13,11/12/2024 6:22,0,100,529,1,11/12/2024 6:22,R_439J7KYFvsTs7Vv,1,1,1,2,1,1.333333333,5,5,6,5,5,6,32,5,3,4,4,1,4,1,1,1,1,1,2.1,3,4,1,2,4,3,1,4,1,1,3.166666667,2.633333333,1,1,2,1.333333333,5,4,2,1,6,5,5,4.5,7,5,2,3,5,3,4,2,6,1,4,3,3,3,1,2,2,2,2,1,1.8,5,1,6,6,5,1,6,1,6,5,1,6,1,6,3,5.4,5,5,5,5,6,4,5,3,6,4,,6,117733191,,66,0,1,0,Self-dislosure,Not responsive
11/12/2024 8:58,11/12/2024 9:04,0,100,379,1,11/12/2024 9:04,R_4PaWoTzIBG610qf,1,1,2,1,1,1.333333333,6,5,6,6,5,6,34,5,6,6,6,5,4,1,3,2,1,1,3.5,1,1,1,1,1,2,1,1,1,1,1.166666667,2.333333333,2,1,1,1.333333333,6,6,1,1,6,6,1,4.333333333,8,6,1,1,6,1,6,1,6,1,6,1,1,2.428571429,1,5,1,4,1,3,2.8,5,1,6,5,6,1,6,1,6,6,1,6,1,6,6,5.8,6,5,6,5,6,6,5.666666667,4,6,4.8,scite,8,117733195,,65,0,1,0,Self-dislosure,Not responsive
11/12/2024 4:43,11/12/2024 4:59,0,100,960,1,11/12/2024 4:59,R_4Ejx7xHqiUuiGB3,1,1,1,1,1,1,2,4,3,3,2,2,16,5,4,5,5,4,6,1,1,1,1,1,2.9,4,1,1,4,3,2,1,5,1,3,3,2.95,1,1,1,1,5,5,4,2,5,5,2,4.333333333,7,5,3,4,2,5,2,2,2,5,5,2,2,2.714285714,1,4,3,4,4,2,3.4,5,1,6,5,6,1,6,1,6,6,1,6,1,6,6,5.8,5,5,4,5,5,5,4.833333333,4,6,9,,1,117733197,,67,3,0,1,Generic,Responsive
11/12/2024 4:36,11/12/2024 4:59,0,100,1355,1,11/12/2024 4:59,R_42y7rOPMzVpbM2r,1,1,2,3,2,2.333333333,5,3,5,3,4,4,24,5,4,4,4,5,5,1,2,1,2,2,3,2,4,3,3,5,3,2,5,2,5,4,3.5,2,4,2,2.666666667,6,4,2,5,2,5,3,3.666666667,8,6,4,4,5,4,3,2,5,2,5,2,5,3.285714286,1,2,1,5,2,1,2.2,5,3,4,6,6,2,5,4,3,5,2,5,1,6,4,4.9,5,2,4,2,5,2,3.333333333,7,5,4,,4,117733199,,67,2,1,1,Self-dislosure,Responsive
11/12/2024 4:38,11/12/2024 5:29,0,100,3040,1,11/12/2024 5:29,R_4ELLbJVSTl417MQ,1,2,1,1,1,1,5,5,5,4,4,4,27,5,4,5,4,3,4,2,5,1,1,1,3,1,4,1,1,4,4,1,4,1,4,3.5,3.25,1,1,1,1,5,5,3,1,6,6,5,5,7,5,1,1,3,2,5,1,1,6,5,2,2,2.857142857,1,2,2,2,2,1,1.8,5,3,4,5,5,2,5,2,5,5,2,5,1,6,5,5,5,2,5,5,5,5,4.5,2,6,4,,1,117733214,,23,1,0,0,Generic,Not responsive
11/12/2024 4:39,11/12/2024 4:47,0,100,457,1,11/12/2024 4:47,R_4eMlW05sDF5QPeh,1,2,1,2,1,1.333333333,5,5,6,5,3,5,29,5,4,5,4,3,4,1,1,1,1,1,2.5,3,2,1,3,6,4,1,6,1,1,3.666666667,3.083333333,1,1,1,1,4,5,3,1,6,6,4,4.666666667,7,5,2,4,3,2,5,4,5,2,5,2,4,3.428571429,1,2,1,4,4,2,2.6,4,5,2,6,6,2,5,4,3,5,4,3,2,5,5,4.4,6,5,4,5,6,4,5,3,6,4.6,,4,117733215,,24,3,0,1,Generic,Responsive
11/12/2024 4:53,11/12/2024 5:03,0,100,597,1,11/12/2024 5:03,R_2aCa7JwvegxZbKp,1,2,2,2,2,2,6,6,6,6,4,6,34,5,6,6,6,4,6,1,3,1,2,2,3.7,5,5,2,1,5,6,1,6,1,3,5,4.35,2,2,2,2,6,6,5,1,6,6,2,5.166666667,8,6,6,6,6,1,6,6,2,5,2,5,6,5.714285714,1,2,4,5,5,4,4,6,4,3,6,6,4,3,4,3,6,4,3,3,4,6,4.6,6,6,6,6,6,6,6,3,6,4.6,,5,117733216,,21,3,0,1,Generic,Responsive
11/12/2024 9:51,11/12/2024 10:02,0,100,661,1,11/12/2024 10:02,R_4KxUD0zoQo4EaLO,1,2,2,3,1,2,4,5,4,4,3,4,24,5,4,5,5,4,4,1,1,1,1,1,2.7,4,4,1,1,4,4,1,4,1,4,4,3.35,3,4,3,3.333333333,4,5,5,1,6,5,4,4.833333333,6,4,3,5,5,2,5,4,3,4,4,3,3,4.142857143,1,4,3,4,3,4,3.6,4,5,2,5,4,3,4,5,2,4,5,2,4,3,4,3.4,5,5,5,5,5,5,5,3,6,6,,5,117733221,,21,2,1,1,Self-dislosure,Responsive
11/12/2024 8:27,11/12/2024 8:38,0,100,633,1,11/12/2024 8:38,R_4G225HxYuOWBvkj,1,2,3,4,4,3.666666667,4,3,4,5,3,3,22,5,5,5,5,3,5,1,1,1,1,1,2.8,4,6,1,3,5,2,1,6,2,1,4,3.4,3,4,3,3.333333333,5,5,2,2,5,5,3,4.166666667,7,5,2,5,3,3,4,3,5,2,4,3,3,3.285714286,1,2,3,4,3,2,2.8,3,5,2,4,5,3,4,5,2,3,5,2,2,5,3,3.3,6,6,6,6,5,3,5.333333333,5,6,4,,4,117733228,,27,1,0,0,Generic,Not responsive
11/12/2024 6:59,11/12/2024 7:10,0,100,641,1,11/12/2024 7:10,R_4hPjDr5efYQZYVX,1,2,3,2,1,2,1,2,2,2,3,2,12,5,6,3,4,4,4,2,1,4,1,3,3.2,3,5,2,2,4,4,2,2,2,4,3.666666667,3.433333333,2,1,1,1.333333333,5,4,2,3,4,5,2,3.666666667,6,4,2,4,5,2,5,6,2,5,5,2,4,4.428571429,1,2,2,2,1,1,1.6,5,4,3,6,5,2,5,4,3,6,4,3,2,5,5,4.6,4,5,2,4,5,2,3.666666667,2,4,9,,1,117733229,,25,0,1,0,Self-dislosure,Not responsive
11/12/2024 9:45,11/12/2024 9:55,0,100,543,1,11/12/2024 9:55,R_4QmRiUCVxo9dfZk,1,2,3,1,1,1.666666667,5,5,5,5,5,5,30,5,6,4,4,1,3,1,1,1,1,1,2.3,1,4,1,2,4,1,1,6,1,1,2.833333333,2.566666667,2,1,1,1.333333333,4,4,3,1,6,6,4,4.5,8,6,1,4,5,1,6,1,1,6,4,3,1,3.714285714,1,1,1,1,1,1,1,5,6,1,6,6,1,6,1,6,6,5,2,1,6,5,4.9,6,6,4,5,6,5,5.333333333,1,6,"4,5,8",Gemini,4,117733234,,28,1,0,0,Generic,Not responsive
11/12/2024 5:12,11/12/2024 5:21,0,100,536,1,11/12/2024 5:21,R_446gYeMzTyJGOzz,1,2,1,2,1,1.333333333,4,5,5,4,4,4,26,5,1,3,3,1,3,1,1,1,1,1,1.6,3,1,5,5,1,1,1,5,6,4,2.5,2.05,1,2,1,1.333333333,4,4,1,4,3,5,5,3.666666667,6,4,1,1,1,5,2,1,5,2,1,6,1,2,1,1,3,3,2,2,2.2,5,5,2,5,5,1,6,2,5,6,4,3,1,6,4,4.7,5,5,4,2,5,5,4.333333333,4,4,5,,6,117733235,,25,0,1,0,Self-dislosure,Not responsive
11/12/2024 5:11,11/12/2024 5:24,0,100,802,1,11/12/2024 5:24,R_4qUSQSFDeNXJoXj,1,2,1,1,1,1,5,5,5,5,5,5,30,5,3,4,3,1,5,1,1,1,1,1,2.1,1,2,3,1,4,1,1,6,3,1,2.5,2.3,1,1,1,1,6,6,1,1,6,6,4,4.833333333,8,6,2,1,3,5,2,5,4,3,6,1,4,2.714285714,1,1,1,1,1,1,1,4,2,5,6,5,1,6,1,6,5,1,6,1,6,5,5.4,6,6,6,6,6,5,5.833333333,6,6,4,,4,117733236,,25,1,0,0,Generic,Not responsive
11/12/2024 5:14,11/12/2024 5:29,0,100,853,1,11/12/2024 5:29,R_4YaQEHYTgNRMatP,1,2,2,1,2,1.666666667,3,5,2,5,5,3,23,5,6,6,5,2,6,1,1,1,1,1,3,2,5,2,1,6,5,1,6,1,1,4.166666667,3.583333333,3,1,3,2.333333333,6,6,2,1,6,6,6,5.333333333,8,6,2,3,5,2,5,3,2,5,3,4,3,4,1,1,1,2,1,1,1.2,4,4,3,6,4,5,2,4,3,5,4,3,2,5,5,4,6,6,5,5,6,6,5.666666667,3,4,4,,4,117733241,,34,1,0,0,Generic,Not responsive
11/12/2024 7:21,11/12/2024 7:38,0,100,1018,1,11/12/2024 7:38,R_40elnvTEDovfv2w,1,2,3,1,1,1.666666667,6,5,6,5,5,6,33,5,2,3,2,1,1,1,2,3,1,1,1.7,1,1,6,6,6,1,1,4,6,6,3.166666667,2.433333333,1,1,3,1.666666667,1,1,1,6,1,2,1,1.166666667,1,1,1,1,4,6,1,1,6,1,6,1,1,1.428571429,1,1,1,1,1,1,1,6,5,2,6,6,1,6,1,6,5,2,5,1,6,6,5.4,3,5,1,1,4,1,2.5,4,6,5,,6,117733242,,31,2,1,1,Self-dislosure,Responsive
11/12/2024 9:48,11/12/2024 10:04,0,100,966,1,11/12/2024 10:04,R_4oVKUOzQRiJaXSh,1,2,2,2,2,2,1,3,1,3,3,1,12,5,6,5,5,1,4,1,1,1,1,1,2.6,4,6,3,2,4,3,1,4,1,1,3.666666667,3.133333333,3,2,1,2,6,6,3,1,6,6,5,5.333333333,6,4,1,4,6,5,2,3,3,4,6,1,4,3.428571429,1,1,2,3,5,4,3,5,5,2,6,5,1,6,2,5,5,6,1,1,6,5,4.6,6,6,5,5,6,6,5.666666667,3,6,9,,1,117733243,,33,2,1,1,Self-dislosure,Responsive
11/12/2024 5:41,11/12/2024 5:49,0,100,475,1,11/12/2024 5:49,R_4CC4W2BBKdy2Qxr,1,2,1,1,1,1,6,6,6,4,5,5,32,5,5,6,6,6,5,4,5,5,4,5,5.1,5,5,1,3,5,5,1,5,2,4,4.833333333,4.966666667,1,1,1,1,6,5,4,5,2,5,4,4.333333333,7,5,5,5,6,2,5,5,3,4,1,6,5,5.142857143,1,3,1,4,3,2,2.6,5,4,3,6,6,1,6,1,6,5,5,2,1,6,5,5,6,1,5,5,5,4,4.333333333,3,4,4,,6,117733244,,33,1,0,0,Generic,Not responsive
11/12/2024 14:45,11/12/2024 14:54,0,100,556,1,11/12/2024 14:54,R_4qUsV3OYk6AFrOJ,1,2,3,5,3,3.666666667,6,6,6,5,4,6,33,5,4,6,4,2,4,1,1,1,1,1,2.5,2,4,1,1,6,1,1,6,1,1,3.333333333,2.916666667,3,4,3,3.333333333,5,5,2,2,5,5,2,4,7,5,2,4,5,5,2,6,3,4,2,5,5,4.428571429,1,2,5,2,2,5,3.2,4,5,2,5,5,4,3,4,3,5,5,2,3,4,5,3.8,4,1,5,5,5,4,4,3,6,4.5,,8,117733254,,35,1,0,0,Generic,Not responsive
11/12/2024 10:46,11/12/2024 10:58,0,100,702,1,11/12/2024 10:58,R_4JQwjGdlZEM7Lqz,1,2,1,1,1,1,5,5,5,5,4,5,29,5,5,6,6,6,6,4,1,1,1,1,3.7,1,4,1,2,2,2,1,6,1,3,3,3.35,1,1,1,1,5,5,1,1,6,6,1,4,8,6,1,1,1,5,2,1,1,6,6,1,1,1.857142857,1,1,1,1,1,1,1,6,1,6,5,6,1,6,2,5,6,1,6,1,6,6,5.8,6,1,3,2,6,5,3.833333333,4,6,"4,5,8",ADOBE FIREFLY,6,117733258,,39,1,0,0,Generic,Not responsive
11/13/24 4:42,11/13/24 4:52,0,100,646,1,11/13/24 4:52,R_4l0RPetzg8YwOmu,1,2,4,3,3,3.333333333,2,2,2,3,3,3,15,5,5,5,5,3,5,1,1,1,1,1,2.8,3,3,3,4,3,3,1,5,1,2,3.166666667,2.983333333,3,3,3,3,5,5,2,1,6,5,4,4.5,7,5,1,5,5,5,2,4,2,5,5,2,2,3.571428571,1,2,2,2,2,2,2,5,4,3,5,5,2,5,2,5,5,5,2,1,6,5,4.6,4,6,5,4,5,3,4.5,2,5,9,,1,117733263,,43,2,1,1,Self-dislosure,Responsive
11/12/2024 14:58,11/12/2024 15:17,0,100,1137,1,11/12/2024 15:17,R_4zWLY5SJvBP3C13,1,2,6,4,2,4,4,5,6,6,2,4,27,5,6,5,4,5,3,1,3,5,1,3,3.6,5,5,4,4,4,5,3,4,2,4,4.5,4.05,6,4,3,4.333333333,1,2,3,1,6,5,2,3.166666667,1,1,1,3,2,5,2,4,1,6,5,2,3,3.142857143,1,1,6,1,3,1,2.4,4,5,2,6,4,2,5,4,3,4,6,1,2,5,4,3.8,3,5,2,2,4,2,3,4,4,8,לא זוכרת,4,117733265,,40,2,1,1,Self-dislosure,Responsive
11/12/2024 4:36,11/12/2024 4:44,0,100,477,1,11/12/2024 4:44,R_4Yc88K4yQov6jhm,1,2,2,2,2,2,5,5,5,5,5,5,30,5,4,4,4,2,2,1,1,1,1,1,2.1,3,3,1,3,3,4,1,4,1,3,3.333333333,2.716666667,2,2,2,2,5,5,2,1,6,5,4,4.5,7,5,2,4,4,2,5,2,3,4,2,5,4,4,1,3,4,4,4,4,3.8,4,2,5,5,4,2,5,2,5,5,2,5,2,5,5,4.8,5,5,5,5,5,5,5,2,1,4,,7,117733273,,37,1,0,0,Generic,Not responsive
11/12/2024 11:51,11/12/2024 12:01,0,100,620,1,11/12/2024 12:01,R_4Sk3umeGLUtLU0m,1,2,2,2,3,2.333333333,5,4,4,5,4,4,26,5,4,4,4,1,3,1,1,1,1,1,2.1,5,4,1,4,5,3,1,5,3,1,3.833333333,2.966666667,3,2,2,2.333333333,4,5,2,2,5,5,2,3.833333333,6,4,3,5,4,2,5,5,4,3,2,5,5,4.571428571,1,2,5,1,2,2,2.4,5,3,4,5,5,1,6,1,6,5,4,3,1,6,6,5.1,5,2,4,4,5,3,3.833333333,2,7,4,,4,117733280,,45,0,1,0,Self-dislosure,Not responsive
11/12/2024 5:49,11/12/2024 6:02,0,100,794,1,11/12/2024 6:02,R_2nd7ZWHDkYpIxV0,1,2,3,3,2,2.666666667,1,2,2,1,2,1,9,5,4,5,5,4,4,4,2,3,2,3,3.6,3,5,4,2,5,5,2,4,4,4,4.333333333,3.966666667,1,1,1,1,4,4,4,2,5,4,5,4.333333333,6,4,5,5,4,4,3,5,4,3,4,3,4,3.857142857,1,4,4,4,4,4,4,5,2,5,5,5,2,5,2,5,5,3,4,1,6,5,5,5,2,5,5,5,5,4.5,2,5,9,,1,117733288,,49,1,0,0,Generic,Not responsive
11/12/2024 5:57,11/12/2024 6:05,0,100,452,1,11/12/2024 6:05,R_8oGDnXOaMgNPj68,0.899999976,2,3,3,3,3,5,5,4,5,4,4,27,5,4,5,5,3,4,1,1,1,1,1,2.6,1,5,1,1,5,4,1,5,1,1,3.5,3.05,1,1,1,1,5,5,5,1,6,5,5,5.166666667,7,5,3,2,4,5,2,4,5,2,5,2,2,2.571428571,1,3,1,2,3,2,2.2,5,3,4,5,5,2,5,2,5,5,2,5,1,6,5,5,5,5,5,5,5,4,4.833333333,3,5,4,,4,117733290,,48,3,0,1,Generic,Responsive
11/12/2024 5:30,11/12/2024 5:44,0,100,808,1,11/12/2024 5:44,R_2EmcBVXVy7j4tsB,1,2,1,3,1,1.666666667,4,5,4,5,5,4,27,5,3,3,1,1,1,1,1,1,1,1,1.4,1,5,3,6,1,1,1,6,1,1,2.5,1.95,1,3,1,1.666666667,6,5,1,4,3,5,1,3.5,7,5,1,3,5,6,1,2,1,6,6,1,1,2.714285714,1,2,1,2,1,1,1.4,5,6,1,6,5,3,4,5,2,5,4,3,2,5,5,4.1,5,6,4,2,6,3,4.333333333,3,6,9,,1,117733291,,53,0,1,0,Self-dislosure,Not responsive
